Scribal Unit H-ID,Cataloguing,Scribe role,Function of Copying,Scribe Comments,PU Comments,Extent,Extent Comments,Text(s) comments,SU dating,Normalized century of production,Normalized terminus post quem,Normalized terminus ante quem,Dating Comments,Normalised script(s),Script Comments,Colophon presence,Colophon transcription,Colophon language,Colophon translation,Colophon comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAT,,Germany,"Halle, Universitäts- und Landesbibliothek, Qu. Ms. 105","Halle, Universitäts- und Landesbibliothek",Qu. Ms. 105,Full manuscript,"Ilze Muttercken, Wöltingerode",High,Colophon,"formerly Quedlinburg , Stifts- und Gymnasiumbibl., Cod. 105",Female scribe,High,Textualis,TRUE,f.202v; Geschrieben 1486 von einer Ilzs muttercken für ihre Irluchtede gnedighe vnnd eddele vorstinne vnnd lyebe dochterke.,German,"“Written in 1486 by a certain Ilz’s mother for her illustrious, gracious, and noble princess and dear daughter.”",Wöltingerode,,Medium,R ,,,Wöltingerode,Wöltingerode  Wöltingerode ,51.9594464,10.5392249,1486,15,1/1/1486,12/31/1486,,Parchment and paper,,,205,12,13,1,,,,18,Senions,,105,75,180,60,45,,TRUE,https://opendata.uni-halle.de//handle/1981185920/34417,Full colour,TRUE,https://opendata.uni-halle.de/explore?bitstream_id=07dc873e-4b55-4d80-b9ad-5c6a302645e6&handle=1981185920/34417&provider=iiif-image&onlyManifest=true,https://www.handschriftencensus.de/23954,FALSE,FALSE,,"Jutta Fliege, Die Handschriften der ehemaligen Stifts- und Gymnasialbibliothek Quedlinburg in Halle (Arbeiten aus der Universitäts- und Landesbibliothek Sachsen-Anhalt in Halle a.d. Saale 25), Halle a.d. Saale 1982, S. 144-148. [online]
Werner Williams-Krapp, Die deutschen und niederländischen Legendare des Mittelalters. Studien zu ihrer Überlieferungs-, Text- und Wirkungsgeschichte (Texte und Textgeschichte 20), Tübingen 1986, S. 390.
Isabella Schiller, Die handschriftliche Überlieferung der Werke des Heiligen Augustinus, Bd. X/2: Ostdeutschland und Berlin. Verzeichnis nach Bibliotheken (Sitzungsberichte der phil.-hist. Klasse der Österreichischen Akademie der Wissenschaften 791; Veröffentlichungen der Kommission zur Herausgabe des Corpus der lateinischen Kirchenväter XXVI), Wien 2009, S. 288.
Handschriftenportal (HSP) - Online-Portal für Buchhandschriften des Mittelalters in deutschen Sammlungen [online] [Halle (Saale), Universitäts- und Landesbibl., Quedl. Cod. 105]",,Prayer book,,,German,,FALSE,Low German,FALSE
TBC,,Germany,"Halle, Universitäts- und Landesbibliothek, Qu. Ms. 74","Halle, Universitäts- und Landesbibliothek",Qu. Ms. 74,,,,,,Female scribe,,Caroline Minuscule,,,,,"Chelles, Benedictine nunnery",Benedictine,Low,R ,France,Île-de-France,Chelles,"Chelles, Benedictine nunnery France Chelles ",48.877535,2.59016,VIII–IX (780 - 820),9-Aug,1/1/0780,12/31/0820,,Parchment,FALSE,,,,,,,,,,,,,,0,,,,,,,,,,FALSE,FALSE,,"Manuscrits datés conservés dans les Pays-Bas. Catalogue paléographique des manuscrits en écriture latine portant des indications de date [publié] par G. I. Lieftinck.
R. McKitterick, 'Nuns' Scriptoria in England and Francia in the Eighth Century' Francia 19 (1992) 1–35",Hieronymus,Epistulae,,,TBC,,,,
CAT,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. 105 in scrin.","Hamburg, Staats-und Universitätsbibliothek",Ms. 105 in scrin.,Full manuscript,"Gertrud von Buren, Germany",Medium,Colophon,"Various attempts to identify this woman as a member of a family from Bremen or a nun from a Cistercian convent in the Diocese of Erfurt could not be substantiated, especially since these attributions conflict with the Middle Rhenish writing style of the manuscript. It is clear that the later hand did not contribute to the manuscript itself, as their contribution is limited to five words, which should therefore be considered an ownership inscription.
Dating the manuscript poses challenges. Earlier research noted that the year “1404” appeared on an erasure, originally intended as “1504.” Since then, the manuscript has been dated to 1504. This late dating is further supported by watermark analysis, indicating that the earliest paper used by the scribe was not in circulation before 1480. However, the manuscript’s layout, which remains very traditional and medieval, aligns more closely with manuscripts from the early 15th century than those from around or after 1500.",Female scribe,High,Bastarda,TRUE,f.295r: Hie endet sich daz buch der wirckunge der apostelen in dem iar vnsers heren XIV vnde iiij iare sint sie gesch[rieben]. (Es folgt von einer anderen Hand der Zusatz:) von suster Gertrut von buren.,German,"Here ends the book of the Acts of the Apostles in the year of our Lord 1404, and these were written.  by Sister Gertrut von Buren.
",,,,,,Speyer region,,   ,,,1504?,16,1/1/1504,12/31/1504,,Paper,,,295,24,27,1,,,,,,,195,130,325,150,95,,FALSE,,None,FALSE,,https://www.handschriftencensus.de/8567,FALSE,FALSE,,"Tilo Brandis, Die Codices in scrinio der Staats- und Universitätsbibliothek Hamburg 1-110 (Katalog der Handschriften der Staats- und Universitätsbibliothek Hamburg VII), Hamburg 1972, S. 178f.[online]
Heimo Reinitzer, Oberdeutsche Bibeldrucke, in: 2VL 6 (1987), Sp. 1276-1290 + 2VL 11 (2004), Sp. 1073f., hier Bd. 6, Sp. 1286.
Jochen Splett (Hg.), das hymelreich ist gleich einem verporgen schatz in einem acker ... Die hochdeutschen Übersetzungen von Matthäus 13,44-52 in mittelalterlichen Handschriften (Litterae 108), Göppingen 1987, S. 46* (Nr. 136), 213.
Eva Horváth und Hans-Walter Stork (Hg.), ""Von Rittern, Bürgern und von Gottes Wort"". Volkssprachige Literatur in Handschriften und Drucken aus dem Besitz der Staats- und Universitätsbibliothek Hamburg. Ausstellungskatalog (Schriften aus dem Antiquariat Dr. Jörn Günther, Hamburg, 2), Kiel 2002, S. 26f.(Nr. 4) mit S. 129. [online]",,Upper German Bible Prints / 'Koberger Bible' (copy) : Gospels and Acts of the Apostles,,,German,,FALSE,Middle Rhine,FALSE
CAT,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. 206 in scrin.","Hamburg, Staats-und Universitätsbibliothek",Ms. 206 in scrin.,Full manuscript,"Tiburg Elebeke, Medingen",Low,Unclear,,Female scribe,Low,,Unknown,,,,"Medingen, Cistercian convent",Cistercian,High,R,Germany,Lower Saxony,Medingen,"Medingen, Cistercian convent Germany Medingen ",53.0902504,10.5647902,1475,15,1/1/1475,12/31/1475,,Parchment and paper,,,280,11,11,1,TRUE,FALSE,,,,,100,70,170,60,45,,TRUE,"TRUE
",Full Colour,TRUE,https://iiif.sub.uni-hamburg.de/object/HANSh3286/manifest,https://www.handschriftencensus.de/16263,FALSE,FALSE,,"Hans-Walter Stork, Eine Gruppe von Medinger Handschriften in der Staats- und Universitätsbibliothek Hamburg, in: Frauen - Kloster - Kunst. Neue Forschungen zur Kulturgeschichte des Mittelalters. Beiträge zum Internationalen Kolloquium vom 13. bis 16. Mai 2005 anlässlich der Ausstellung 'Krone und Schleier', hg. von Jeffrey f.Hamburger u.a., Turnhout 2007, S. 131-139 (mit S. 429 [Abb. 1-2], S. 488 [Tafel 12-14]), hier S. 135ff., 139 (Nr. 12).
Ulrike Hascher-Burger, Verborgene Klänge. Inventar der handschriftlich überlieferten Musik aus den Lüneburger Frauenklöstern bis ca. 1550. Mit einer Darstellung der Musik-Ikonographie von Ulrike Volkhardt, Hildesheim/Zürich/New York 2008, S. 72.
Henrike Lähnemann, Saluta apostolum tuum. Apostelverehrung in Kloster Medingen, in: Weltbild und Lebenswirklichkeit in den Lüneburger Klöstern. IX. Ebstorfer Kolloquium vom 23. bis 26. März 2011, hg. von Wolfgang Brandis and Hans-Walter Stork, Berlin 2015, S. 41-64, hier S. 63. [online]
Medingen Manuscripts [online]",,Prayer book: saints Matthias – John Baptista – Bernard – Maurice – Holy Cross,,,Latin,,FALSE,,FALSE
TBC,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. 207 in scrin.","Hamburg, Staats-und Universitätsbibliothek",Ms. 207 in scrin.,,"Mechthild of Dassel, Medingen",High,Colophon,,Female scribe,High,,TRUE,f.13v: Mechthild von Dassel [O sanctissime Jacobe ego indigna famula tua M[echthild von] das[sel]  confugio ad te ],Latin,"f.13v: O most holy James, I, your unworthy servant Mechthild von Dassel, take refuge in you.","Medingen, Cistercian convent",Cistercian,High,R,Germany,Lower Saxony,Medingen,"Medingen, Cistercian convent Germany Medingen ",53.0902504,10.5647902,,,,,,Parchment,FALSE,,,,,,,,,,,,,,0,,,,FALSE,,None,FALSE,,https://www.handschriftencensus.de/16264,FALSE,FALSE,,"Hans-Walter Stork, Eine Gruppe von Medinger Handschriften in der Staats- und Universitätsbibliothek Hamburg, in: Frauen - Kloster - Kunst. Neue Forschungen zur Kulturgeschichte des Mittelalters. Beiträge zum Internationalen Kolloquium vom 13. bis 16. Mai 2005 anlässlich der Ausstellung 'Krone und Schleier', hg. von Jeffrey f.Hamburger u.a., Turnhout 2007, S. 131-139 (mit S. 429 [Abb. 1-2], S. 488 [Tafel 12-14]), hier S. 135ff., 139 (Nr. 13).
Henrike Lähnemann, Saluta apostolum tuum. Apostelverehrung in Kloster Medingen, in: Weltbild und Lebenswirklichkeit in den Lüneburger Klöstern. IX. Ebstorfer Kolloquium vom 23. bis 26. März 2011, hg. von Wolfgang Brandis and Hans-Walter Stork, Berlin 2015, S. 41-64, hier S. 63. [online]
Medingen Manuscripts [online]",,Medingen Prayer book: saints – James the Greater – Maurice,,,Latin,,FALSE,,FALSE
CAT,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. 209 in scrin.","Hamburg, Staats-und Universitätsbibliothek",Ms. 209 in scrin.,,"Elizabeth Elebeke, Medingen",High,Colophon,"Gothic choral notation
",Female scribe,High,,TRUE,   77v: Elisabeth Elebeke [ pro me misera peccatrix Elyzabeth ele[beck] ],Latin,"f.77v “Pray for me, miserable sinner Elisabeth Elebeke.”
","Medingen, Cistercian convent",Cistercian,High,R,Germany,Lower Saxony,Medingen,"Medingen, Cistercian convent Germany Medingen ",53.0902504,10.5647902,[1475-1500],15,1/1/1475,12/31/1499,,Parchment,FALSE,,213,,,1,,,,,,,105,80,185,70,50,,TRUE,https://resolver.sub.uni-hamburg.de/kitodo/PPN1689315318,Full Colour,TRUE,https://iiif.sub.uni-hamburg.de/object/PPN1689315318/manifest,https://www.handschriftencensus.de/16267,FALSE,FALSE,,"Hans-Walter Stork, Eine Gruppe von Medinger Handschriften in der Staats- und Universitätsbibliothek Hamburg, in: Frauen - Kloster - Kunst. Neue Forschungen zur Kulturgeschichte des Mittelalters. Beiträge zum Internationalen Kolloquium vom 13. bis 16. Mai 2005 anlässlich der Ausstellung 'Krone und Schleier', hg. von Jeffrey f.Hamburger u.a., Turnhout 2007, S. 131-139 (mit S. 429 [Abb. 1-2], S. 488 [Tafel 12-14]), hier S. 135ff., 139 (Nr. 16), 488.
Ulrike Hascher-Burger, Verborgene Klänge. Inventar der handschriftlich überlieferten Musik aus den Lüneburger Frauenklöstern bis ca. 1550. Mit einer Darstellung der Musik-Ikonographie von Ulrike Volkhardt, Hildesheim/Zürich/New York 2008, S. 74.
Ulrike Hascher-Burger, Zwischen iubilus und canticum. Lieder in Meditationen bei Johannes Mauburnus und in Gebetbüchern aus dem Kloster Medingen, in: Medialität des Heils im späten Mittelalter, hg. von Carla Dauven-van Knippenberg, Cornelia Herberichs, Christian Kiening (Medienwandel - Medienwechsel - Medienwissen 10), Zürich 2009, S. 203-215, hier S. 208, 209. [online]
Ulrike Volkhardt, Hans-Walter Stork, Wolfgang Brandis, Nonnen, Engel, Fabelwesen. Musikdarstellungen in den Lüneburger Klöstern, hg. von der Klosterkammer Hannover, Hildesheim/Zürich/New York 2011, S. 65f.
Henrike Lähnemann, Saluta apostolum tuum. Apostelverehrung in Kloster Medingen, in: Weltbild und Lebenswirklichkeit in den Lüneburger Klöstern. IX. Ebstorfer Kolloquium vom 23. bis 26. März 2011, hg. von Wolfgang Brandis and Hans-Walter Stork, Berlin 2015, S. 41-64, hier S. 63. [online]
Medingen Manuscripts [online]",,Medingen Prayer book: saints – Bartholomäus – Mauritius,,,Latin,,FALSE,,FALSE
CAT,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. 210 in scrin.","Hamburg, Staats-und Universitätsbibliothek",Ms. 210 in scrin.,,"M., Medingen",Medium,Colophon,"Gothic choral notation
",Female scribe,High,,TRUE,,,,"Medingen, Cistercian convent",Cistercian,High,R,Germany,Lower Saxony,Medingen,"Medingen, Cistercian convent Germany Medingen ",53.0902504,10.5647902,1400,15,1/1/1400,12/31/1400,,Parchment,FALSE,,227,,,1,,,,,,,95,70,165,60,45,,TRUE,https://iiif.sub.uni-hamburg.de/object/PPN1689317604/manifest,Full Colour,TRUE,https://iiif.sub.uni-hamburg.de/object/PPN1689317604/manifest,https://www.handschriftencensus.de/16266,FALSE,FALSE,,,,Medingen Prayer book: saints,,,Latin,,FALSE,,FALSE
CAT,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. theol. 1576","Hamburg, Staats-und Universitätsbibliothek",Ms. theol. 1576,1-181,"Alijt Lamberts, Amsterdam",High,Colophon,"The manuscript consists of 3 main parts: I. BI 1-181; II. BI 182-356; III. BI. 357-417. 
3 main hands",Female collaboration,High,Textura and Bastarda,TRUE,"f.144v, Dit boec hoert tot die XI M maechden bynnen Amstelredam ... bidt ... voer Alijt Lamberts dochder diet ghescreuen heeft int iar ans heren dusent vijf C ende gheeyndet op alre sielen dach (2. 11.). God si geloeft.",Dutch,"f.144v, This book belongs to the Eleven Thousand Virgins within Amsterdam ... Pray ... for Alijt Lamberts' daughter who has written it in the year of our Lord one thousand five hundred, and completed it on All Souls' Day (2.11.). Thanks be to God.",Unidentified house,Unknown,Low,R ,Netherlands,North Holland,Amsterdam,Unidentified house Netherlands Amsterdam ,52.3675734,4.9041389,1500-1519,16,1/1/1500,12/31/1519,,Paper,,,417,25,35,2,,,,56,Quaternions*,,210,145,355,150,100,,FALSE,,None,FALSE,,https://www.handschriftencensus.de/3451,FALSE,FALSE,,"Nilüfer Krüger, Die theologischen Handschriften der Staats- und Universitätsbibliothek Hamburg, Bd. 2: Quarthandschriften (Cod. theol. 1252-1750) (Katalog der Handschriften der Staats- und Universitätsbibliothek Hamburg II,2), Stuttgart 1985, S. 102-109. [online]
Nigel f.Palmer, 'Die Sultanstochter im Blumengarten', in: 2VL 9 (1995), Sp. 497-502 + 2VL 11 (2004), Sp. 1468.",,"f.Ir = table of contents (addendum ) f.(oral) 
f.144vb = note of possession and intercession 
f.145ra-156rb, 169rb-174rb, 180ra-181vb, 247va-252vb, 253ra-257va, 271ra-va = spiritual texts / treatises / reflections 
f.157ra-159rb, 162 ra -169rb, 174rb-180ra, 247ra-va = example / collection of examples 
f.159rb-162ra = 'The Sultan's daughter in the flower garden' (4) 
f.180vb-247va = Passion story ",,,Dutch,,FALSE,,
CAT,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. theol. 1576","Hamburg, Staats-und Universitätsbibliothek",Ms. theol. 1576,182-356,"Ms. Hamburg theol. 1576 Unidentified hand A, Amsterdam",High,Colophon,"The manuscript consists of 3 main parts: I. BI 1-181; II. BI 182-356; III. BI. 357-417. 
3 main hands",Female collaboration,High,Textura and Bastarda,TRUE,"f.144v, Dit boec hoert tot die XI M maechden bynnen Amstelredam ... bidt ... voer Alijt Lamberts dochder diet ghescreuen heeft int iar ans heren dusent vijf C ende gheeyndet op alre sielen dach (2. 11.). God si geloeft.",Dutch,"f.144v, This book belongs to the Eleven Thousand Virgins within Amsterdam ... Pray ... for Alijt Lamberts' daughter who has written it in the year of our Lord one thousand five hundred, and completed it on All Souls' Day (2.11.). Thanks be to God.",Unidentified house,Unknown,Low,R ,Netherlands,North Holland,Amsterdam,Unidentified house Netherlands Amsterdam ,52.3675734,4.9041389,1500-1519,16,1/1/1500,12/31/1519,,Paper,,,417,25,35,2,,,,56,Quaternions*,,210,145,355,150,100,,FALSE,,None,FALSE,,https://www.handschriftencensus.de/3451,FALSE,FALSE,,"Nilüfer Krüger, Die theologischen Handschriften der Staats- und Universitätsbibliothek Hamburg, Bd. 2: Quarthandschriften (Cod. theol. 1252-1750) (Katalog der Handschriften der Staats- und Universitätsbibliothek Hamburg II,2), Stuttgart 1985, S. 102-109. [online]
Nigel f.Palmer, 'Die Sultanstochter im Blumengarten', in: 2VL 9 (1995), Sp. 497-502 + 2VL 11 (2004), Sp. 1468.",,"f.145ra-156rb, 169rb-174rb, 180ra-181vb, 247va-252vb, 253ra-257va, 271ra-va = spiritual texts / treatises / reflections 
f.180vb-247va = Passion story 
f.252vb-253ra = prayer(s) 
f.258ra- 368ra - 369rb​​​​​ ​= Paulinus of Nola",,,Dutch,,FALSE,,
CAT,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. theol. 1576","Hamburg, Staats-und Universitätsbibliothek",Ms. theol. 1576,357-417,"Ms. Hamburg theol. 1576 Unidentified hand B, Amsterdam",High,Colophon,"The manuscript consists of 3 main parts: I. BI 1-181; II. BI 182-356; III. BI. 357-417. 
3 main hands",Female collaboration,High,Textura and Bastarda,TRUE,"f.144v, Dit boec hoert tot die XI M maechden bynnen Amstelredam ... bidt ... voer Alijt Lamberts dochder diet ghescreuen heeft int iar ans heren dusent vijf C ende gheeyndet op alre sielen dach (2. 11.). God si geloeft.",Dutch,"f.144v, This book belongs to the Eleven Thousand Virgins within Amsterdam ... Pray ... for Alijt Lamberts' daughter who has written it in the year of our Lord one thousand five hundred, and completed it on All Souls' Day (2.11.). Thanks be to God.",Unidentified house,Unknown,Low,R ,Netherlands,North Holland,Amsterdam,Unidentified house Netherlands Amsterdam ,52.3675734,4.9041389,1500-1519,16,1/1/1500,12/31/1519,,Paper,,,417,25,35,2,,,,56,Quaternions*,,210,145,355,150,100,,FALSE,,None,FALSE,,https://www.handschriftencensus.de/3451,FALSE,FALSE,,"Nilüfer Krüger, Die theologischen Handschriften der Staats- und Universitätsbibliothek Hamburg, Bd. 2: Quarthandschriften (Cod. theol. 1252-1750) (Katalog der Handschriften der Staats- und Universitätsbibliothek Hamburg II,2), Stuttgart 1985, S. 102-109. [online]
Nigel f.Palmer, 'Die Sultanstochter im Blumengarten', in: 2VL 9 (1995), Sp. 497-502 + 2VL 11 (2004), Sp. 1468.",,"f.258ra- 368ra - 369rb​​​​​ ​= Paulinus of Nola 
f.369rb-370va = Praxedis 
f.370va-372ra = Bede 
f.372ra-374ra = Marcellina 
f.374ra-395vb = 'Clara of Assisi' (prose legends) 
f.396ra-405ra = Thecla 
f.405rb- 415va = Malachias 
f.415va-416rb = Chronicle Records",,,Dutch,,FALSE,,
CAT,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. theol. 2052","Hamburg, Staats-und Universitätsbibliothek",Ms. theol. 2052,9-55; 111-125; 151-206,"Anna Wyppermann, Unknown",High,Colophon,,Female collaboration,High,Bastarda,TRUE,"f.166v:
f.205r:
f.206r:
f.233r: ",,,Unidentified house,,,R,,,,Unidentified house   ,,,"1st third of the 16th century, after 1513",16,1/1/1513,12/31/1533,,Paper,,,233,15,21,1,,,,,Quaternions*,,140,90,230,110,70,,FALSE,,None,FALSE,,https://www.handschriftencensus.de/3468,FALSE,FALSE,,"Pius Künzle, Heinrich Seuses Horologium sapientiae. Erste kritische Ausgabe unter Benützung der Vorarbeiten von Dominikus Planzer OP (Spicilegium Friburgense 23), Freiburg/Schweiz 1977, S. 356.
Nilüfer Krüger, Die theologischen Handschriften der Staats- und Universitätsbibliothek Hamburg, Bd. 3: Quarthandschriften und kleinere Formate (Cod. theol. 1751-2228) (Katalog der Handschriften der Staats- und Universitätsbibliothek Hamburg II,3), Stuttgart 1993, S. 127-135. [online]",,Prayer book,,,German,,FALSE,West German,FALSE
CAT,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. theol. 2052","Hamburg, Staats-und Universitätsbibliothek",Ms. theol. 2052,207-222; 226-233,"Christina Luttyckhus, Unknown",High,Colophon,,Female collaboration,High,Bastarda,TRUE,"f.166v:
f.205r:
f.206r:
f.233r: ",,,Unidentified house,,,R,,,,Unidentified house   ,,,"1st third of the 16th century, after 1513",16,1/1/1513,12/31/1533,,Paper,,,233,15,21,1,,,,,Quaternions*,,140,90,230,110,70,,FALSE,,None,FALSE,,https://www.handschriftencensus.de/3468,FALSE,FALSE,,"Pius Künzle, Heinrich Seuses Horologium sapientiae. Erste kritische Ausgabe unter Benützung der Vorarbeiten von Dominikus Planzer OP (Spicilegium Friburgense 23), Freiburg/Schweiz 1977, S. 356.
Nilüfer Krüger, Die theologischen Handschriften der Staats- und Universitätsbibliothek Hamburg, Bd. 3: Quarthandschriften und kleinere Formate (Cod. theol. 1751-2228) (Katalog der Handschriften der Staats- und Universitätsbibliothek Hamburg II,3), Stuttgart 1993, S. 127-135. [online]",,Prayer book,,,German,,FALSE,West German,FALSE
TBC,,Germany,"Hamburg, Staats-und Universitätsbibliothek, Ms. theol. 2065","Hamburg, Staats-und Universitätsbibliothek",Ms. theol. 2065,,Katharina Gurdelers,,,,Female scribe,,,,,,,,,,,,,,   ,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://www.handschriftencensus.de/3477,FALSE,FALSE,,,,,,,TBC,,,,
TBC,,Germany,"Hannover, , Ms. 190","Hannover, ",Ms. 190,,"Agnes Klencke, Visebeke",High,Colophon,,Female scribe,High,,TRUE,f.160: Completus est liber praesens a. d. 1509 ipso die Crisogoni m. quem scripsit Agnes Klencke monialis in Visbeke ad laudem dei ac s. mariae v. sanctique Iohannis bapt. patroni nostri. Oretur igitur pro scriptrice ut post hanc vitam perducatur ad eterna gaudia.,,"“The present book was completed in the year 1509 on the very day of St. Chrysogonus’ feast, written by the nun Agnes Klencke in Vischbeck, for the praise of God, of the Virgin Mary, and of St. John the Baptist, our patron. Therefore, let prayers be said for the scribe, that after this life she may be led to eternal joy.”",Visebeke,,High,R,,,,Visebeke   ,,,1509,16,1/1/1509,12/31/1509,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,"Saint-Benoît de Port-Valais (Abbey : Bouveret, Switzerland). Colophons de Manuscrits Occidentaux Des Origines Au XVIe Siècle. Fribourg: Suisse, Éditions universitaires, 1965.",,,,,TBC,,,,
CAT,,Germany,"Hannover, Landesbibl, Ms. I 78","Hannover, Landesbibl",Ms. I 78,,"Catharina Havemeister (lay-sister), Medingen",Low,Script comparison,"several hands
The initials C.H. of the Medingen manuscript Ms I 96, found multiple times including on the cover, might possibly be attributed to the same individual.",Female collaboration,Medium,Gothic Textualis,FALSE,,,,"Medingen, Cistercian convent",Cistercian,High,R,Germany,Lower Saxony,Medingen,"Medingen, Cistercian convent Germany Medingen ",53.0902504,10.5647902,"[15. Century]
",15,1/1/1400,12/31/1499,,Parchment and paper,,,329,17,20,1,,,,19,Varia,,140,95,235,110,85,,TRUE,https://digitale-sammlungen.gwlb.de/resolve?id=1742799264,Full Colour,TRUE,https://digitale-sammlungen.gwlb.de/content/1742799264/manifest.json,https://www.handschriftencensus.de/13277,FALSE,FALSE,,"Helmar Härtel und Felix Ekowski, Handschriften der Niedersächsischen Landesbibliothek Hannover, Erster Teil: Ms I 1 - Ms. I 174 (Mittelalterliche Handschriften in Niedersachsen 5), Wiesbaden 1989, S. 81-83. [online]
Ulrike Hascher-Burger, Verborgene Klänge. Inventar der handschriftlich überlieferten Musik aus den Lüneburger Frauenklöstern bis ca. 1550. Mit einer Darstellung der Musik-Ikonographie von Ulrike Volkhardt, Hildesheim/Zürich/New York 2008, S. 79.
Berliner Repertorium der mittelalterlichen deutschen Übertragungen lateinischer Hymnen und Sequenzen. [online] [zur Beschreibung]
Medingen Manuscripts [online]",,Orationale for nuns on Quadragesima,,,German,,FALSE,Low German,FALSE
CAT,,Germany,"Hannover, Landesbibl, Ms. I 78","Hannover, Landesbibl",Ms. I 78,,"Ms. Hannover Ms. I 78 Unidentified hand A, Medingen",Low,Script comparison,"several hands
The initials C.H. of the Medingen manuscript Ms I 96, found multiple times including on the cover, might possibly be attributed to the same individual.",Female collaboration,Medium,Gothic Textualis,FALSE,,,,"Medingen, Cistercian convent",Cistercian,High,R,Germany,Lower Saxony,Medingen,"Medingen, Cistercian convent Germany Medingen ",53.0902504,10.5647902,"[15. Century]
",15,1/1/1400,12/31/1499,,Parchment and paper,,,329,17,20,1,,,,19,Varia,,140,95,235,110,85,,TRUE,https://digitale-sammlungen.gwlb.de/resolve?id=1742799264,Full Colour,TRUE,https://digitale-sammlungen.gwlb.de/content/1742799264/manifest.json,https://www.handschriftencensus.de/13277,FALSE,FALSE,,"Helmar Härtel und Felix Ekowski, Handschriften der Niedersächsischen Landesbibliothek Hannover, Erster Teil: Ms I 1 - Ms. I 174 (Mittelalterliche Handschriften in Niedersachsen 5), Wiesbaden 1989, S. 81-83. [online]
Ulrike Hascher-Burger, Verborgene Klänge. Inventar der handschriftlich überlieferten Musik aus den Lüneburger Frauenklöstern bis ca. 1550. Mit einer Darstellung der Musik-Ikonographie von Ulrike Volkhardt, Hildesheim/Zürich/New York 2008, S. 79.
Berliner Repertorium der mittelalterlichen deutschen Übertragungen lateinischer Hymnen und Sequenzen. [online] [zur Beschreibung]
Medingen Manuscripts [online]",,Orationale for nuns on Quadragesima,,,German,,FALSE,Low German,FALSE
TBC,,Germany,"Hannover, Stadtbibliothek, Ms. Mag. 149","Hannover, Stadtbibliothek",Ms. Mag. 149,,Katharina von Deizisau,,,,Female scribe,,,,,,,,,,,,,,   ,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,https://www.handschriftencensus.de/12900,FALSE,FALSE,,,,,,,TBC,,,,
