chunk_id,manuscript_title,country,context,text
pu_22609,"Brussels, Bibliothèque royale Albert Ier, Ms.15069; f. 175r-192v",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.15069; f. 175r-192v | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 1471-1489 | Century of production: 15 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: f. 175r-192v | Number of folios: 192 | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Jacobus de Voragine, Male (Male); Katherine van Molenbeke, Brussels, Female (Female, Religious) | Texts copied: Jacobus de Voragine, Male, Marian Writings and Sermons, Latin (LA, LAT) [Religious Texts]","Original: Dit boec hoert toe den cloester der roosen gheplant in jherico binnen bruesel bij sinte kathlinen., Aen dit beck heeft ghescreuen suster lijsbeth witjens. Ende suster magriet raes. Ende na dat ouer xviii. iaer was begonnen te scriuen Soe heuet suster kathlinen van molenbeke volscreuen ende gheint op onser lieuer vrouqen dach xv teappen. op Sinte cecielien auent. int iaer ons heeren. m cccc ende lxxxix. doen was sij out ontrint. 1. iaer. Wilt om gode eenen aue marie. hertelijc lesen voer hen drien. op dat hen god voer haren arbeyt. wil gheuen glorie inder ewicheit. Translation: This book belongs to the cloister of the Roses Planted in Jericho within Brussels, near Saint Kathlinen., Sister Lijsbeth Witjens and Sister Magriet Raes have written in this book. After over eighteen years of writing, Sister Kathlinen van Molenbeke completed and ended it on the eve of Our Lady's Day of the 15th taps, on the eve of Saint Cecilia, in the year of our Lord 1489. At that time, she was approximately 51 years old. Please, from your heart, recite an Ave Maria for the three of them, so that God may grant them glory for their labor in eternity."
pu_22617,"Brussels, Bibliothèque royale Albert Ier, Ms.15071; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.15071; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 1510 | Century of production: 16 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 244 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Jeanne Colijns, Brussels, Female (Female, Religious); Gregory the Great, Male (Male) | Texts copied: Gregory the Great, Male, Homilies, Latin (LA, LAT) [Religious Texts]","Original: Desen boeck wert gheschreven Int Jaer ons heren .xvc .x. van Suster Johannen Colijns doen sij out was .lvi. jaer. Ende sij schincten den convente In goeder minnen van Jericho opden viijsten dach In Julio alst viel haers incomst Jubileo Int Jaer .xv.c xi. Biddende haerer armer zielen ghetrouw te sine Op dat sij mach met christo leven ten fine. Amen. Desen boeck hout inne. xxxi. quarternen. ende daer es toe ghegaen .v. boecken panpiers ende .v. blaren Translation: This book was written in the year of our Lord 1510 by Sister Johanna Colijns when she was fifty-six years old. And she donated it to the convent out of goodwill from Jericho on the eighth day of July, when her income fell on the Jubilee Year of the year 1511. Praying for her poor soul to be faithful so that she may live with Christ in the end. Amen. This book contains thirty-one quaternions and it took five reams of paper and five leaves."
pu_22622,"Brussels, Bibliothèque royale Albert Ier, Ms.15134; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.15134; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 1461 | Century of production: 15 | Material: parchment | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 166 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Marie Doeghens, Brussels, Female (Female, Religious); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Book of the fathers [Religious Texts]","Original: Dit boec behoert toe den cloester van gruenendale in zonijen gheleghen ij mijlen van bruysel., Wilt om gods wille bidden voer die arme scriuersse suster marie deghens., Dit boec heeft doen scriuen bruder wollem. [ y / (2nd hand) van sundert van] berghen opten zoem ten loue ende ter eeren gods ende allen heylighen voer den donaten ende familiaren brueders reefter des godshuys van gruenendale in zonyen gheleghen. inden welcken die selue brueder willem was. int iaer ons heeren M cccc ende lxi wilt daer omme voer hem bidden om gods willen. Translation: Brother Wollem had this book written [by / (2nd hand) from] Sundert van Berghen on the behalf and to the glory of God and all the saints, for the benefactors and lay brothers of the refectory of the Grünendale monastery located in Zonien. In which the same Brother Wollem was involved in the year of our Lord 1461. Please pray for him for the sake of God., This book belongs to the Grünendale monastery located in Zonien, two miles from Brussels., Please pray for the poor scribe Sister Marie Deghens for the sake of God."
pu_22625,"Brussels, Bibliothèque royale Albert Ier, Ms.15136; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.15136; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 1472-1473 | Century of production: 15 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 267 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Jean de Ruysbroeck, Male (Male); Katherina van Ghiseghem, Brussels, Female (Female, Religious) | Texts copied: Jean de Ruysbroeck, Male, The Spiritual Tabernacle, Dutch (NL, DUTENG) [Literary Texts]","Original: INt Jaer ons heren M cccc lxxii tich. Op sinte peeters ende pauwels dach in junio. Begonste suster katherina van ghiseghem profes nonne in onsen cloester te iericho aen dit boec vanden tabernakel te scriuen. Ende sij volyndet int selue iaer iiii dage in april op sinte ambrosius dach. die viel opten sondach. Dit heeftse ter eren gods ende om gemeyn stichtinge met groeter nersticheit bearbeit in allen wtgesochten tijden als sij int gemeyn werck niet sijn en moeste. doense was out xxvi tich iaer. Bidt om die minne gods voer haer ewige salicheit. Dit boec behoert toe. den cloestere van onser lieuer vrouwen rose geplant in iericho. bynnen bruesele bi sinte katherinen. der ordenen sinte augustijns. soe wie dat vint geeft den relygiosen ioffrouwen weder om gods wille. Translation: In the year of our Lord one thousand four hundred seventy-two. On the feast day of Saints Peter and Paul in June, Sister Katherina van Ghiseghem, professed nun in our cloister at Jericho, began to write this book on the tabernacle. And she completed it in the same year, on the fourth day of April, on the feast day of Saint Ambrose, which fell on a Sunday. She did this in honor of God and for the common edification with great diligence, working on it diligently at all chosen times when she was not engaged in communal work. She was twenty-six years old at the time. Pray for her eternal salvation out of love for God. This book belongs to the cloister of Our Lady Rose-planted in Jericho, within Brussels, near Saint Catherine's, of the Augustinian order. Whoever finds it, return it to the religious ladies for the love of God."
pu_22628,"Brussels, Bibliothèque royale Albert Ier, Ms.15139; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.15139; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 1474 | Century of production: 15 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 165 | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Lijsbeth Vlieghe, Brussels, Female (Female, Religious)","Original: Dit boec es volscreuen op sinte symon ende yuden auont Int iaer ons heren m cccc en lxxiiii van suster lijsbetk vliechs. doen si out was li iear bidt voer haer om gode. Dit boec hoert toe int bloester tot onser lieuer vrouwen te yericho dat men heet te sinte katerinen., Dit boeck hoert toe te onser lieuer vrouwen der Roosen gheplant in iherico dat men heet te sinte katherinen binnen bruesele. Inden iaer ons heren. m cccc ende lxxiiii soe heeft suster lijsbeth vlieghe desen boeck volscreuen ende met groeten arbeyde op sinte symon ende iuden auont volyndet ter eeren gods ende tot stichtinghen ende salicheit alre deuoter menschen doen sij out was. li. iaer. Bidt ghetrouwelijc om die minne gods voer haer. want sij seer neerstelijc ende vlietelijc vele iaren ghearbeit heeft in vele goeder boeken te scruene. Translation: This book was fully written on the eve of Saint Simon and Jude in the year of our Lord 1474 by Sister Lijsbetk Vliechs when she was fifty-one years old. Pray for her to God. This book belongs to the monastery of Our Lady of the Roses planted in Jericho, known as Saint Catherine's., This book belongs to Our Lady of the Roses planted in Jericho, known as Saint Catherine's within Brussels. In the year of our Lord 1474, Sister Lijsbeth Vlieghe completed this book with great effort on the eve of Saint Simon and Jude, for the glory of God and for the edification and salvation of all devout people, when she was fifty-one years old. Pray faithfully for her out of love for God, as she diligently and diligently worked for many years in writing many good books."
pu_22634,"Brussels, Bibliothèque royale Albert Ier, Ms.15156; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.15156; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 1485 | Century of production: 15 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 284 | Musical notation presence: FALSE | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Katherine van Molenbeke, Brussels, Female (Female, Religious) | Texts copied: Katherine van Molenbeke, Brussels, Female, Malogranatum, Dutch (NL, DUTENG) [Religious Texts]","Original: Hier ynt dat yerste boeck. gheheeten malogranatum. dat volscreuen wert op sinte nychasius dach. Int iaer ons heeren m cccc ende lxxxv van suster katherinen van molenbeke. als si out was xliiii iaer. dit heeft sij om die minne gods ghedaen ende tot ghemeynder stichtinghen. waer af ons heere haer loen wil sijn inder ewicheit Amen., Dit boeck hoert toe den cloester der rosen gheplant in jherico binnen bruesel bij Sinte katherinen Translation: Here ends the first book called ""Malogranatum"", completed on the day of Saint Nichasius, in the year of our Lord 1485, by Sister Katherinen van Molenbeke, when she was forty-three years old. She did this out of love for God and for the common good. May the Lord reward her for it in eternity. Amen., This book belongs to the convent of the Rosary planted in Jericho within Brussels, near Saint Katherine."
pu_22637,"Brussels, Bibliothèque royale Albert Ier, Ms.1678; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.1678; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: ca. 1480 | Century of production: 15 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 249 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Lijsbeth Waelbeerts, Brussels, Female (Female, Religious)","Original: Dit boec hoert toe den cloester van Jherico binnen Bruesel bi sinte Katherinen ende het hevet ghescreven suster Lijsbeth Waelbeerts Translation: This book belongs to the convent of Jericho within Brussels near Saint Catherine's, and it was written by Sister Lijsbeth Waelbeerts."
pu_22733,"Brussels, Bibliothèque royale Albert Ier, Ms.1683-87; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.1683-87; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: [early 16th century (before 1505)] | Century of production: 16 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 209 | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Lijsbeth Mols, Brussels, Female (Female, Religious); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Ascetical Treatises [Religious Texts]","Original: Desen boeck es bleven van onser eerwerdegher priorinne suster Lysbeth mols. die sij in haren tijden voer dat convent van Jherico dede scriven ter eeren gods ende sijnder ghebenedider moeder marien ende der heylegher glorioser maghet sinte katherinen harer liever patronersse Translation: This book remained from our honorable prioress Sister Lysbeth Mols, which she had written for the honor of God, His blessed mother Mary, and the holy glorious virgin Saint Catherine, her beloved patroness, during her time for the convent of Jericho."""
pu_22643,"Brussels, Bibliothèque royale Albert Ier, Ms.2086; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.2086; Full manuscript | Country: Belgium | City: Mons | Region: Wallonia | Dating: 1555 | Century of production: 16 | Material: paper | Colophon language: French (FR, FRE) | Extent: Full manuscript | Number of folios: 241 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Saint Waudru Convent, Benedictine, Mons, Belgium, 680 | Scribes: Catherine de Ligne, La Thure, Female (Female, Religious); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Breviary [Religious Texts]","Original: Ce breuiaire a este escript lan mil Vc lv par madame catherinne de ligne abbesse de leglise nostre dame de le thure pour ses soeurs chanosniesses de saincte Wauldrud a mons en haynnaut. Translation: This breviary was written in the year one thousand five hundred and fifty-five by Madame Catherine de Ligne, abbess of the Church of Our Lady of Le Thure, for her canoness sisters of Saint Waltrude in Mons, Hainaut."
pu_22724,"Brussels, Bibliothèque royale Albert Ier, Ms.2136; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.2136; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: second half of the 15th century | Century of production: 15 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 155 | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Elizabeth van Poelke, Brussels, Female (Female, Religious); Hendrik Herp, Male (Male) | Texts copied: Hendrik Herp, Male, Mirror of Perfection, Dutch (NL, DUTENG) [Religious Texts]","Original: Dit boec hoert toe den cloester van jericho, binnen bruesel by Sinte Katherinen. ende het hevet ghescreven Suster lijsbet van poelc Translation: This book belongs to the convent of Jericho, within Brussels, by Saint Catherine's, and it was written by Sister Lijsbet van Poelc."
pu_25844,"Brussels, Bibliothèque royale Albert Ier, Ms.2549-50; Full manuscript",Netherlands,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.2549-50; Full manuscript | Country: Netherlands | City: Utrecht | Dating: 1442 | Century of production: 15 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 141 | Scribes: Gertrud Ghijsbert Staden, Female (Female); Jan van Schoonhoven, Male (Male) | Texts copied: Jan van Schoonhoven, Male, Sermons, Dutch (NL, DUTENG) [Religious Texts]","Original: Dit boeck heeft doen scriven Gheerdrwt Ghijsbert Staden weduwe, en ghaeftet tot een ewich testament na hare doot suster Haes van Heeswijck ende suster Kathrijn van Werconden. hoer twe susteren ende ghemenen convent susteren thans woenende onder die swede binnen Utrecht. Int jaer ons heren 1442 opten paesdach den yrsten dach van april. Bidt voer Gheertrwt Staden om Gods willen Pater nr. ave Maria, voer Heinrich van Werconden, voer Ian van Heeswije, voer Ghijsbert Stade, voer Jan de Vroede. Translation: This book has been written by Gheerdrwt Ghijsbert Staden, widow, and is dedicated as an eternal testament after her death to Sister Haes van Heeswijck and Sister Kathrijn van Werconden, her two sisters and the common convent sisters, currently living under the Swedes in Utrecht. In the year of our Lord 1442, on Easter Sunday, the first day of April. Pray for Gheerdrwt Staden, for God’s sake: Our Father, Hail Mary, for Heinrich van Werconden, for Jan van Heeswijck, for Ghijsbert Staden, for Jan de Vroede."
pu_22664,"Brussels, Bibliothèque royale Albert Ier, Ms.3005-08; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.3005-08; Full manuscript | Country: Belgium | City: Brussels | Dating: 1552 | Century of production: 16 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 262 | Scribes: Yda van Rillaer, Unknown, Female (Female); Johannes Tauler, Male (Male) | Texts copied: Johannes Tauler, Male, Sermons, German (DE, GER) [Religious Texts]","Original: Int iaer ons here M Vc ende lij. Soe was desen boec volscre bij my Suster yda van rillaer Bidt voer my om den sueten naem gods. Translation: In the year of our Lord 1551, this book was completed by me, Sister Yda van Rillaer. Pray for me for the sweet name of God."
pu_22720,"Brussels, Bibliothèque royale Albert Ier, Ms.3059; f. 91r-95v",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.3059; f. 91r-95v | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 25 August 1549 | Century of production: 16 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: f. 91r-95v | Number of folios: 5 | Monasteries: Saint Elizabeth on Mount Zion, Augustinian, Brussels, Belgium, 1432 | Scribes: Elisabeth van Elderen, Brussels, Female (Female, Religious) | Texts copied: Elisabeth van Elderen, Brussels, Female, Ascetic Collection, French (FR, FRE) [Religious Texts]","Original: DIt boeck heeft ghescreuen suster Lijsbeth van Elderen Jnt iaer ons heren M Vc ende xlix Ter bede van Suster Lodowijca van Brigille Donatinne gheprofessijt int clooster van sinte Elyzabeth in den berch van synay binnen Bruesel Jnt iaer ons heren M Vc xlix den xxv dach van Augustus Op sint lodowijcks dach. Laus deo in sempiternum. Om gods wil eenen aue maria voer diet ghescreuen heeft. Translation: This book was written by Sister Lijsbeth van Elderen in the year of our Lord 1549 at the request of Sister Lodowijca van Brigille, professed in the Cloister of Saint Elizabeth on Mount Sinai in Brussels. In the year of our Lord 1549, on the 25th day of August, on Saint Lodowijck's day. Praise be to God forever. An Ave Maria for the one who wrote it, for the love of God."
pu_22675,"Brussels, Bibliothèque royale Albert Ier, Ms.3063-64; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.3063-64; Full manuscript | Country: Belgium | City: Mechelen/Malines | Region: Flanders | Dating: 1512 | Century of production: 16 | Material: parchment | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 230 | Scribes: Cecilia Hermans, Malines, Female (Female, Religious) | Texts copied: Anonymous, TBC, Calendar [Practical Genres]","Original: f.230v: Ad laudem domini nostri iesu christi gloriosissime virginis marie matris eius et omnium sanctorum et iste libellus finitus completus et conscriptus per me ceciliam hermans sanctimonialem ordinis beati augustini est in connuentu sanctissimi saluatoris in monte thabor prope machliniam Anno eiusdem domni. 1.5.12. die.26. May. Deo gratias. Oretis pro ea ex caritate dei. Translation: f.230v: To the praise of our Lord Jesus Christ, the most glorious Virgin Mary, His mother, and all the saints, and this little book completed and written by me, Cecilia Hermans, a nun of the Order of Saint Augustine, is in the convent of the Most Holy Savior on Mount Thabor near Mechelen. In the year of the same Lord, May 26, 1512. Thanks be to God. Pray for her out of the love of God."
pu_22679,"Brussels, Bibliothèque royale Albert Ier, Ms.3401; Full manuscript",Netherlands,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.3401; Full manuscript | Country: Netherlands | City: s-Hertogenbosch | Region: North Brabant | Dating: 1590-1591 | Century of production: 16 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 128 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: College of the Society of Jesus, ’s-Hertogenbosch, Jesuit, s-Hertogenbosch, Netherlands | Scribes: Bernard of Clairvaux, Male (Male); Catherine Van Eyck, s-Hertogenbosch, Female (Female, Religious) | Texts copied: Bernard of Clairvaux, Male, Sermons, Latin (LA, LAT) [Religious Texts]","Original: DIt boeck heeft gheschreuen suster katherijna van eyck Ende begert nae haer doot. die eerwerdige paters der societeyt Jesus. sullen hebben: Ende bidt om gods wil voor haer te willen bidden wt caritaten Dat ons lieue heer haer wil bermhertich sijn. Translation: This book was written by Sister Katherijna van Eyck. And after her death, she desires that the venerable fathers of the Society of Jesus shall have it. And she asks, out of charity, that people pray to God for her, that our dear Lord may be merciful to her."
pu_22686,"Brussels, Bibliothèque royale Albert Ier, Ms.4227-28; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.4227-28; Full manuscript | Country: Belgium | City: Forest | Region: Brussels-Capital | Dating: 1568 | Century of production: 16 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 68 | Monasteries: Forest Abbey, Benedictine, Forest-lez-Bruxelles, Belgium | Scribes: Adrienne Vanden Houtte, Forest, Female (Female, Religious); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Ordinary [Religious Texts]","Original: Item Dit es den Ordinarius des cloosters. ende Abdije van vorst. ghescreuen. Anno domini. 1568. van een onweerdighe. Religieuse der seluer Abdije wijens name god bekent es... Tot behoef der cantersse der voerscreuen Abdije... Translation: This is the Ordinarius of the cloister and Abbey of Vorst, written in the year of our Lord 1568 by an unworthy religious of the same Abbey, whose name is known to God... For the use of the prioress of the aforementioned Abbey..."
pu_22689,"Brussels, Bibliothèque royale Albert Ier, Ms.4287; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.4287; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: ca. 1480-1500 | Century of production: 15 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 240 | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Anna Joerdaens, Brussels, Female (Female, Religious); Paul van Someren, Male (Male) | Texts copied: Paul van Someren, Male, Sermons, Dutch (NL, DUTENG) [Religious Texts]","Original: f.254v: voorlaatste schutblad verso: ""Dit boeck heeft ghescreven suster Anna Joerdaens zalegher ghedachten, en het hoert toe den cloester van Jerico by Sinte Katherine"" Translation: ""f.254v: penultimate endpaper verso: ""This book was written by Sister Anna Joerdaens, of blessed memory, and it belongs to the convent of Jericho by Saint Katherine."""
pu_22692,"Brussels, Bibliothèque royale Albert Ier, Ms.4297-98; f. 1r-230v",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.4297-98; f. 1r-230v | Country: Belgium | City: Forest | Region: Brussels-Capital | Dating: 1568 | Century of production: 16 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: f. 1r-230v | Number of folios: 230 | Monasteries: Forest Abbey, Benedictine, Forest-lez-Bruxelles, Belgium | Scribes: Jean Mahuys, Male (Male); Adrienne Vanden Houtte, Forest, Female (Female, Religious) | Texts copied: Jean Mahuys, Male, Sermons, French (FR, FRE) [Religious Texts]","Original: Dese voorscreuen xxvij sermoonen opten pater noster syn wtghescreuen by Jon c frauwe Adriane vanden houtte tot profyt ende salicheit vander heylegher ghemeynte der abdyen van vorst ende alle der gheender diese sullen lesen oft hooren lesen Jnt Jaer ons heeren xvc lxviij vollent op sinte maghiels avent des selue Jaers. Translation: These aforementioned twenty-seven sermons on the Our Father were transcribed by Sister Adriane vanden Houtte for the benefit and salvation of the holy community of the abbey of Vorst and all those who shall read or hear them read. In the year of our Lord 1568, completed on the eve of Saint Michael of the same year."
pu_22696,"Brussels, Bibliothèque royale Albert Ier, Ms.4367-68; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.4367-68; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 1466-1467 | Century of production: 15 | Material: parchment and paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 329 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Jean Storm, Male (Male); Maria van Pee, Brussels, Female (Female, Religious) | Texts copied: Jean Storm, Male, Sermons, Dutch (NL, DUTENG) [Religious Texts]","Original: Hier beghint die prologe op die navolghende sermoenen die welke onse eerwerdige pater her jan storm hevet ghepredict in onsen cloestere te jhericho: doen hi ons commissarijs ende rector tsamen was. welke sermoenen onse werdige mater. doen sij noch inden staet der prelaturen niet en was. aensiende den swaren last ende arbeit des selven Eerbaren vaders crech minne ende devocie dese sermoenen te bescriven: op dat den arbeit des predicaers inder ewiger glorien met nyewen loene vergouden worde soe dicke als yemens devocie beweeght wert. uut aenhoerne oft selve te studeerne dese sermoene. Laet ons ghetrouwelijc bidden voer onsen eerwerdigen pater die den arbeit heeft ghedaen inder predicatien. ende voer onser ghemijnder mater: suster marie van pee god wil haer geven sinen ewegen vree die den arbeit heeft ghedaen om dit te bescriven ... soe hebic dit navolgende boec ghepijnt te vergaderen uut veel collacien die in onsen godshuyse gepredict sijn binnen vijf jaren ..."", Dit boeck was volscreven Int jaer ons heren doemen screef.Dusent. vierhondert. seven ende tsestich. des sesten daeghs in septembri. op enen sondach, Hier ynden die sermoenen ons Eerweerdeghen paters welke ic van velen een weynich vergadert hebbe tot mijns selfs orbore ende der gheendere dier in believen sal te studeren Ende sij waren volscreven int jaer ons heren. M. iii[c]. ende lxvi. op sinte laureis des gloriosen maerteleers dach voer vesperen Translation: This book was completed in the year of our Lord when it was written. Fourteen hundred and sixty-seven, on the sixth day of September, on a Sunday., Here end the sermons of our Venerable fathers, which I have gathered a few of for my own edification and for those who wish to study. And they were completed in the year of our Lord, 1366, on the feast of Saint Laurence, the glorious martyr, before vespers., Here begins the prologue to the following sermons, which our venerable father, Master Jan Storm, preached in our convent at Jericho, when he was both our commissary and rector. These sermons our worthy mother—while she was not yet in the office of prioress—out of compassion for the great burden and labor of that honorable father, was moved by love and devotion to have them written down, so that the labor of the preacher might be rewarded in eternal glory with renewed grace each time someone’s devotion is stirred to hear or to study these sermons. Let us therefore devoutly pray for our venerable father, who performed the labor of preaching, and for our worthy mother, Sister Marie van Pee—may God grant her His eternal peace—who undertook the labor of writing this down. … Thus I have taken pains to gather this following book from many sermons that were preached in our house of God over the course of five years."
pu_22155,"Brussels, Bibliothèque royale Albert Ier, Ms.516; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.516; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 1595 | Century of production: 16 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 560 | Decoration presence: FALSE | Musical notation presence: FALSE | Monasteries: Saint Elizabeth on Mount Zion, Augustinian, Brussels, Belgium, 1432 | Scribes: Catherine Wouters, Brussels, Female (Female, Religious); Nicholas Van Winghe, Male (Male) | Texts copied: Nicholas Van Winghe, Male, Sermons, Dutch (NL, DUTENG) [Religious Texts]","Original: Anno domini. 1595. den ix mey. Te brussel int Closter van Sinte Elizabeth opden berch Sion was desen boeck volscreuen Van Suster Catherine Wouters. Eenen Aue Maria om gods wille. Translation: In the year of our Lord 1595, on the 9th of May, at Brussels, in the Cloister of Saint Elizabeth on Mount Zion, this book was completed by Sister Catherine Wouters. An Ave Maria for the love of God."
pu_22715,"Brussels, Bibliothèque royale Albert Ier, Ms.614; Full manuscript",Belgium,"Manuscript: Brussels, Bibliothèque royale Albert Ier, Ms.614; Full manuscript | Country: Belgium | City: Brussels | Region: Brussels-Capital | Dating: 15921594 | Century of production: 16 | Material: paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 369 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Cloister Notre-Dame of the Rose of Jericho, Augustinian, Brussels, Belgium, 1247 | Scribes: Katherina Moleman, Brussels, Female (Female, Religious); Hester Malcoet, Brussels, Female (Female, Religious)","Original: Dit sermoen is ghepredict den 30 dach merte int jaer ons heere 1594 vanden eerwerdeghen pater costerius ende uut sijnen mont ghescreven van Suster Hester Malcoet religiose in ons closter van Jherico, Dit was ghepredict op die scheedinghe der apostolen in ons clooster van jherico van een gheleert man ende prister uut die societyt jhesu ende van een werlijke ioffrouwe uut sijnen mont ghecomponeert ende ghescreven diet doer mijn versueck, mij heeft gheleent ende hebt uut den haren gheschreven de zuster Katherina Moleman hopende een beter"" Translation: This was preached on the separation of the apostles in our monastery of Jericho by a learned man and priest from the Society of Jesus, and composed and written down by a worldly lady from his words, who, at my request, lent it to me, and it has been transcribed by Sister Katherina Moleman, hoping for improvement., This sermon was preached on the 30th day of March in the year of our Lord 1594 by the venerable Father Costerius and transcribed from his words by Sister Hester Malcoet, religious in our monastery of Jericho."
